lemma;total_count;count_low;count_high;share_low;share_high
посоветова;195;15;180;0.07692307692307693;0.9230769230769231
аккуратн;195;10;185;0.05128205128205128;0.9487179487179487
рыб;195;71;124;0.3641025641025641;0.6358974358974359
девочк;194;29;165;0.14948453608247422;0.8505154639175257
испорт;194;148;46;0.7628865979381443;0.23711340206185566
глаз;192;47;145;0.24479166666666666;0.7552083333333334
местечк;191;4;187;0.020942408376963352;0.9790575916230366
утр;191;54;137;0.28272251308900526;0.7172774869109948
поужина;191;38;153;0.19895287958115182;0.8010471204188482
шо;190;11;179;0.05789473684210526;0.9421052631578948
восхитительн;190;0;190;0.0;1.0
сух;189;137;52;0.7248677248677249;0.2751322751322751
желан;189;84;105;0.4444444444444444;0.5555555555555556
фирмен;188;27;161;0.14361702127659576;0.8563829787234043
класс;187;8;179;0.0427807486631016;0.9572192513368984
гриб;187;50;137;0.26737967914438504;0.732620320855615
концепц;187;26;161;0.13903743315508021;0.8609625668449198
лапш;185;54;131;0.2918918918918919;0.7081081081081081
телефон;184;91;93;0.4945652173913043;0.5054347826086957
касс;183;92;91;0.5027322404371585;0.4972677595628415
цезар;183;82;101;0.44808743169398907;0.5519125683060109
истор;182;18;164;0.0989010989010989;0.9010989010989011
рук;181;63;118;0.34806629834254144;0.6519337016574586
авторск;181;9;172;0.049723756906077346;0.9502762430939227
оценк;181;59;122;0.3259668508287293;0.6740331491712708
рис;181;83;98;0.4585635359116022;0.5414364640883977
руб;181;76;105;0.4198895027624309;0.580110497237569
крайн;181;79;102;0.43646408839779005;0.56353591160221
бер;180;22;158;0.12222222222222222;0.8777777777777778
отмен;180;12;168;0.06666666666666667;0.9333333333333333
здоров;180;21;159;0.11666666666666667;0.8833333333333333
обслуж;180;22;158;0.12222222222222222;0.8777777777777778
гастрономическ;179;8;171;0.0446927374301676;0.9553072625698324
дво;179;42;137;0.2346368715083799;0.7653631284916201
пожалел;178;21;157;0.11797752808988764;0.8820224719101124
прос;178;110;68;0.6179775280898876;0.38202247191011235
голодн;178;99;79;0.5561797752808989;0.4438202247191011
важн;178;38;140;0.21348314606741572;0.7865168539325843
кремл;177;34;143;0.192090395480226;0.807909604519774
пюр;177;39;138;0.22033898305084745;0.7796610169491526
прост;177;36;141;0.2033898305084746;0.7966101694915254
тех;177;21;156;0.11864406779661017;0.8813559322033898
пол;177;104;73;0.5875706214689266;0.4124293785310734
кстат;176;45;131;0.2556818181818182;0.7443181818181818
взят;176;34;142;0.19318181818181818;0.8068181818181818
спрос;175;109;66;0.6228571428571429;0.37714285714285717
свободн;175;50;125;0.2857142857142857;0.7142857142857143
наслад;175;6;169;0.03428571428571429;0.9657142857142857
наверн;175;64;111;0.3657142857142857;0.6342857142857142
просьб;175;68;107;0.38857142857142857;0.6114285714285714
помогл;174;14;160;0.08045977011494253;0.9195402298850575
начинк;174;41;133;0.23563218390804597;0.764367816091954
приезжа;174;14;160;0.08045977011494253;0.9195402298850575
скор;173;63;110;0.36416184971098264;0.6358381502890174
локац;173;19;154;0.10982658959537572;0.8901734104046243
бесплатн;173;35;138;0.2023121387283237;0.7976878612716763
проведен;172;10;162;0.05813953488372093;0.9418604651162791
морепродукт;172;38;134;0.22093023255813954;0.7790697674418605
знает;171;39;132;0.22807017543859648;0.7719298245614035
впечатл;171;16;155;0.0935672514619883;0.9064327485380117
песн;171;47;124;0.27485380116959063;0.7251461988304093
итальянск;171;15;156;0.08771929824561403;0.9122807017543859
максимальн;170;40;130;0.23529411764705882;0.7647058823529411
видн;170;29;141;0.17058823529411765;0.8294117647058824
стар;170;68;102;0.4;0.6
поня;170;61;109;0.3588235294117647;0.6411764705882353
морожен;169;22;147;0.1301775147928994;0.8698224852071006
напиток;169;60;109;0.35502958579881655;0.6449704142011834
легк;169;13;156;0.07692307692307693;0.9230769230769231
бабл;169;29;140;0.17159763313609466;0.8284023668639053
кром;168;63;105;0.375;0.625
добав;168;56;112;0.3333333333333333;0.6666666666666666
ресторанчик;168;6;162;0.03571428571428571;0.9642857142857143
ароматн;168;1;167;0.005952380952380952;0.9940476190476191
продума;168;8;160;0.047619047619047616;0.9523809523809523
профессиональн;167;6;161;0.03592814371257485;0.9640718562874252
совершен;167;84;83;0.5029940119760479;0.49700598802395207
найт;167;28;139;0.16766467065868262;0.8323353293413174
турист;166;21;145;0.12650602409638553;0.8734939759036144
любов;166;3;163;0.018072289156626505;0.9819277108433735
сторон;166;59;107;0.35542168674698793;0.6445783132530121
половин;166;95;71;0.572289156626506;0.42771084337349397
взросл;166;24;142;0.14457831325301204;0.8554216867469879
похож;166;72;94;0.43373493975903615;0.5662650602409639
личн;165;39;126;0.23636363636363636;0.7636363636363637
отсутств;165;90;75;0.5454545454545454;0.45454545454545453
китайск;165;20;145;0.12121212121212122;0.8787878787878788
оплат;164;106;58;0.6463414634146342;0.35365853658536583
убра;164;87;77;0.5304878048780488;0.4695121951219512
балл;164;23;141;0.1402439024390244;0.8597560975609756
кабинк;164;17;147;0.10365853658536585;0.8963414634146342
брон;164;87;77;0.5304878048780488;0.4695121951219512
игл;164;73;91;0.4451219512195122;0.5548780487804879
окн;164;21;143;0.12804878048780488;0.8719512195121951
гостеприимств;163;10;153;0.06134969325153374;0.9386503067484663
зайд;162;15;147;0.09259259259259259;0.9074074074074074
эмоц;162;14;148;0.08641975308641975;0.9135802469135802
корм;162;19;143;0.11728395061728394;0.8827160493827161
уют;161;5;156;0.031055900621118012;0.968944099378882
сидет;160;53;107;0.33125;0.66875
мант;160;34;126;0.2125;0.7875
ярк;160;11;149;0.06875;0.93125
картофел;159;62;97;0.389937106918239;0.610062893081761
парк;159;14;145;0.0880503144654088;0.9119496855345912
лепешк;159;28;131;0.1761006289308176;0.8238993710691824
респект;158;4;154;0.02531645569620253;0.9746835443037974
смогл;158;60;98;0.379746835443038;0.620253164556962
иска;158;40;118;0.25316455696202533;0.7468354430379747
район;158;18;140;0.11392405063291139;0.8860759493670886
оставля;157;84;73;0.535031847133758;0.46496815286624205
насыщен;157;7;150;0.044585987261146494;0.9554140127388535
везд;157;29;128;0.18471337579617833;0.8152866242038217
стоимост;156;50;106;0.32051282051282054;0.6794871794871795
честн;156;51;105;0.3269230769230769;0.6730769230769231
взгляд;156;29;127;0.1858974358974359;0.8141025641025641
изыска;155;4;151;0.025806451612903226;0.9741935483870968
неприятн;155;114;41;0.7354838709677419;0.2645161290322581
мелоч;155;9;146;0.05806451612903226;0.9419354838709677
реальн;155;33;122;0.2129032258064516;0.7870967741935484
прикольн;154;9;145;0.05844155844155844;0.9415584415584416
танц;154;14;140;0.09090909090909091;0.9090909090909091
ник;154;94;60;0.6103896103896104;0.38961038961038963
аз;154;19;135;0.12337662337662338;0.8766233766233766
улыбчив;154;5;149;0.032467532467532464;0.9675324675324676
вариант;154;21;133;0.13636363636363635;0.8636363636363636
громк;153;43;110;0.28104575163398693;0.7189542483660131
снача;153;78;75;0.5098039215686274;0.49019607843137253
поел;152;47;105;0.3092105263157895;0.6907894736842105
смотр;152;50;102;0.32894736842105265;0.6710526315789473
счита;152;56;96;0.3684210526315789;0.631578947368421
явн;152;88;64;0.5789473684210527;0.42105263157894735
дне;152;35;117;0.23026315789473684;0.7697368421052632
превосходн;152;0;152;0.0;1.0
конц;151;67;84;0.44370860927152317;0.5562913907284768
закрыт;151;45;106;0.2980132450331126;0.7019867549668874
каш;151;61;90;0.40397350993377484;0.5960264900662252
русск;150;20;130;0.13333333333333333;0.8666666666666667
соседн;150;87;63;0.58;0.42
правильн;150;29;121;0.19333333333333333;0.8066666666666666
проход;150;43;107;0.2866666666666667;0.7133333333333334
практическ;149;45;104;0.30201342281879195;0.697986577181208
мим;149;48;101;0.3221476510067114;0.6778523489932886
пожалеет;149;1;148;0.006711409395973154;0.9932885906040269
рту;149;6;143;0.040268456375838924;0.959731543624161
знают;148;39;109;0.2635135135135135;0.7364864864864865
мясн;148;18;130;0.12162162162162163;0.8783783783783784
уда;148;39;109;0.2635135135135135;0.7364864864864865
обожа;148;1;147;0.006756756756756757;0.9932432432432432
отказа;148;108;40;0.7297297297297297;0.2702702702702703
торт;148;50;98;0.33783783783783783;0.6621621621621622
обалден;147;1;146;0.006802721088435374;0.9931972789115646
организац;147;26;121;0.17687074829931973;0.8231292517006803
ситуац;147;102;45;0.6938775510204082;0.30612244897959184
утин;147;8;139;0.05442176870748299;0.9455782312925171
могл;147;65;82;0.4421768707482993;0.5578231292517006
жен;146;39;107;0.2671232876712329;0.7328767123287672
невозможн;146;96;50;0.6575342465753424;0.3424657534246575
помоч;146;15;131;0.10273972602739725;0.8972602739726028
уход;146;59;87;0.4041095890410959;0.5958904109589042
крем;146;18;128;0.1232876712328767;0.8767123287671232
теб;145;41;104;0.2827586206896552;0.7172413793103448
брат;145;41;104;0.2827586206896552;0.7172413793103448
москв;145;20;125;0.13793103448275862;0.8620689655172413
нем;145;41;104;0.2827586206896552;0.7172413793103448
ставл;145;31;114;0.21379310344827587;0.7862068965517242
комп;144;22;122;0.1527777777777778;0.8472222222222222
ингредиент;144;38;106;0.2638888888888889;0.7361111111111112
масл;144;63;81;0.4375;0.5625
сид;144;74;70;0.5138888888888888;0.4861111111111111
проблем;144;72;72;0.5;0.5
хвата;143;19;124;0.13286713286713286;0.8671328671328671
выход;143;50;93;0.34965034965034963;0.6503496503496503
кыстыб;143;5;138;0.03496503496503497;0.965034965034965
располага;143;1;142;0.006993006993006993;0.993006993006993
случа;143;43;100;0.3006993006993007;0.6993006993006993
хож;142;14;128;0.09859154929577464;0.9014084507042254
пожелан;142;10;132;0.07042253521126761;0.9295774647887324
знаком;141;25;116;0.1773049645390071;0.8226950354609929
приня;141;59;82;0.41843971631205673;0.5815602836879432
вся;141;44;97;0.3120567375886525;0.6879432624113475
скаж;141;41;100;0.2907801418439716;0.7092198581560284
низк;141;43;98;0.3049645390070922;0.6950354609929078
работник;141;25;116;0.1773049645390071;0.8226950354609929
ва;140;19;121;0.1357142857142857;0.8642857142857143
пошл;140;59;81;0.42142857142857143;0.5785714285714286
ведущ;140;30;110;0.21428571428571427;0.7857142857142857
оперативн;140;4;136;0.02857142857142857;0.9714285714285714
вынос;140;53;87;0.37857142857142856;0.6214285714285714
жизн;140;34;106;0.24285714285714285;0.7571428571428571
факт;139;89;50;0.6402877697841727;0.3597122302158273
предупред;139;102;37;0.7338129496402878;0.26618705035971224
классическ;139;22;117;0.15827338129496402;0.841726618705036
размер;139;30;109;0.2158273381294964;0.7841726618705036
звук;138;20;118;0.14492753623188406;0.855072463768116
принест;138;90;48;0.6521739130434783;0.34782608695652173
располож;138;10;128;0.07246376811594203;0.927536231884058
однак;137;39;98;0.2846715328467153;0.7153284671532847
ужина;137;13;124;0.0948905109489051;0.9051094890510949
написа;137;81;56;0.5912408759124088;0.40875912408759124
гостеприимн;136;2;134;0.014705882352941176;0.9852941176470589
поигра;136;15;121;0.11029411764705882;0.8897058823529411
помога;136;6;130;0.04411764705882353;0.9558823529411765
предлага;135;34;101;0.2518518518518518;0.7481481481481481
несмотр;135;24;111;0.17777777777777778;0.8222222222222222
тверд;135;19;116;0.14074074074074075;0.8592592592592593
видел;135;55;80;0.4074074074074074;0.5925925925925926
отдыха;134;13;121;0.09701492537313433;0.9029850746268657
поп;134;23;111;0.17164179104477612;0.8283582089552238
занят;134;57;77;0.4253731343283582;0.5746268656716418
черн;134;35;99;0.26119402985074625;0.7388059701492538
вообщ;134;42;92;0.31343283582089554;0.6865671641791045
принцип;134;36;98;0.26865671641791045;0.7313432835820896
свадьб;133;16;117;0.12030075187969924;0.8796992481203008
завыш;133;53;80;0.39849624060150374;0.6015037593984962
днем;132;18;114;0.13636363636363635;0.8636363636363636
подсказа;132;6;126;0.045454545454545456;0.9545454545454546
грузинск;131;7;124;0.05343511450381679;0.9465648854961832
светл;131;5;126;0.03816793893129771;0.9618320610687023
близк;130;16;114;0.12307692307692308;0.8769230769230769
жарен;130;29;101;0.2230769230769231;0.7769230769230769
рассказыва;130;5;125;0.038461538461538464;0.9615384615384616
выбира;130;30;100;0.23076923076923078;0.7692307692307693
над;130;28;102;0.2153846153846154;0.7846153846153846
божествен;129;0;129;0.0;1.0
вып;129;27;102;0.20930232558139536;0.7906976744186046
полност;128;37;91;0.2890625;0.7109375
молок;128;45;83;0.3515625;0.6484375
хрустя;128;21;107;0.1640625;0.8359375
сырн;128;44;84;0.34375;0.65625
зат;128;49;79;0.3828125;0.6171875
меньш;128;61;67;0.4765625;0.5234375
вчер;127;49;78;0.3858267716535433;0.6141732283464567
плат;127;50;77;0.3937007874015748;0.6062992125984252
получа;127;35;92;0.2755905511811024;0.7244094488188977
